session_id,session_date,city,centre,support_topic,age_band,access_mode,wait_minutes,session_minutes,resolved,follow_up_needed,satisfaction_score,staff_role,resolved_clean,follow_up_needed_clean,session_date_clean,report_month,wait_minutes_clean,session_minutes_clean,satisfaction_score_clean,flag_invalid_wait,flag_invalid_duration,flag_invalid_satisfaction,flag_invalid_date,flag_followup_contradiction,flag_repeated_id,notes_raw,notes_clean
SES-0428,2026-06-03,Aarhus,Community Lab,Digital ID,60+,Own device,14.9,57.4,Yes,No,3.6,Advisor,Yes,No,2026-06-03,2026-06,14.9,57.4,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0429,2026-06-08,Copenhagen,Mobile Desk,Digital ID,18–29,Centre device,22.7,36.9,No,Yes,3.9,Librarian,No,Yes,2026-06-08,2026-06,22.7,36.9,3.9,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0430,2026-06-13,Aalborg,Mobile Desk,Digital ID,30–44,Own device,0.0,31.4,No,No,5.0,Volunteer,No,No,2026-06-13,2026-06,0.0,31.4,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0431,2026-06-18,Odense,Mobile Desk,Online Benefits,45–59,Centre device,15.2,15.0,Yes,No,4.3,Advisor,Yes,No,2026-06-18,2026-06,15.2,15.0,4.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0432,2026-06-23,Aarhus,Mobile Desk,Online Benefits,60+,Phone support,4.8,48.7,Yes,No,4.8,Librarian,Yes,No,2026-06-23,2026-06,4.8,48.7,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0433,2026-01-01,Copenhagen,Library Hub,Online Benefits,18–29,Own device,21.1,33.4,Yes,No,3.8,Volunteer,Yes,No,2026-01-01,2026-01,21.1,33.4,3.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0434,2026-01-06,Aalborg,Library Hub,Online Benefits,30–44,Centre device,3.1,55.4,Yes,No,4.3,Advisor,Yes,No,2026-01-06,2026-01,3.1,55.4,4.3,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0435,2026-01-11,Odense,Library Hub,Online Benefits,45–59,Phone support,16.7,54.6,Yes,No,4.4,Librarian,Yes,No,2026-01-11,2026-01,16.7,54.6,4.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0436,2026-01-16,Aarhus,Library Hub,Job Portal,60+,Own device,2.6,50.8,Yes,No,3.7,Volunteer,Yes,No,2026-01-16,2026-01,2.6,50.8,3.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0437,2026-01-21,Copenhagen,Citizen Centre,Job Portal,18–29,Centre device,13.2,35.1,Yes,No,3.7,Advisor,Yes,No,2026-01-21,2026-01,13.2,35.1,3.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0438,2026-01-26,Aalborg,Citizen Centre,Job Portal,30–44,Phone support,14.0,38.9,Yes,No,2.9,Librarian,Yes,No,2026-01-26,2026-01,14.0,38.9,2.9,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0439,2026-01-04,Odense,Citizen Centre,Job Portal,45–59,Own device,16.0,44.6,Yes,No,3.7,Volunteer,Yes,No,2026-01-04,2026-01,16.0,44.6,3.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0440,2026-01-09,Aarhus,Citizen Centre,Job Portal,60+,Centre device,13.1,31.9,Yes,No,4.2,Advisor,Yes,No,2026-01-09,2026-01,13.1,31.9,4.2,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0441,2026-01-14,Copenhagen,Community Lab,Health Booking,18–29,Own device,8.1,46.5,No,No,3.5,Librarian,No,No,2026-01-14,2026-01,8.1,46.5,3.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0442,2026-01-19,Aalborg,Community Lab,Health Booking,30–44,Centre device,17.6,43.8,Yes,No,3.7,Volunteer,Yes,No,2026-01-19,2026-01,17.6,43.8,3.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0443,2026-01-24,Odense,Community Lab,Health Booking,45–59,Phone support,24.4,19.2,Yes,No,3.4,Advisor,Yes,No,2026-01-24,2026-01,24.4,19.2,3.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0444,2026-01-02,Aarhus,Community Lab,Health Booking,60+,Own device,6.9,64.0,Yes,No,4.6,Librarian,Yes,No,2026-01-02,2026-01,6.9,64.0,4.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0445,2026-01-07,Copenhagen,Mobile Desk,Health Booking,18–29,Centre device,8.0,40.0,Yes,No,5.0,Volunteer,Yes,No,2026-01-07,2026-01,8.0,40.0,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0446,2026-01-12,Aalborg,Mobile Desk,Email & Documents,30–44,Phone support,19.6,44.5,Yes,No,3.0,Advisor,Yes,No,2026-01-12,2026-01,19.6,44.5,3.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0447,2026-01-17,Odense,Mobile Desk,Email & Documents,45–59,Own device,6.3,31.7,Yes,No,4.3,Librarian,Yes,No,2026-01-17,2026-01,6.3,31.7,4.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0448,2026-01-22,Aarhus,Mobile Desk,Email & Documents,60+,Centre device,15.6,35.2,Yes,No,4.2,Volunteer,Yes,No,2026-01-22,2026-01,15.6,35.2,4.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0449,2026-01-27,Copenhagen,Library Hub,Email & Documents,18–29,Phone support,6.2,41.9,No,Yes,4.4,Advisor,No,Yes,2026-01-27,2026-01,6.2,41.9,4.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0450,2026-01-05,Aalborg,Library Hub,Email & Documents,30–44,Own device,1.4,18.3,Yes,No,4.6,Librarian,Yes,No,2026-01-05,2026-01,1.4,18.3,4.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0451,2026-02-10,Odense,Library Hub,Digital ID,45–59,Centre device,20.5,20.1,Yes,No,3.7,Volunteer,Yes,No,2026-02-10,2026-02,20.5,20.1,3.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0452,2026-02-15,Aarhus,Library Hub,Digital ID,60+,Own device,0.0,39.1,Yes,No,4.8,Advisor,Yes,No,2026-02-15,2026-02,0.0,39.1,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0453,2026-02-20,Copenhagen,Citizen Centre,Digital ID,18–29,Centre device,21.4,34.8,Yes,No,3.3,Librarian,Yes,No,2026-02-20,2026-02,21.4,34.8,3.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0454,2026-02-25,Aalborg,Citizen Centre,Digital ID,30–44,Phone support,19.3,47.1,Yes,No,3.6,Volunteer,Yes,No,2026-02-25,2026-02,19.3,47.1,3.6,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0455,2026-02-03,Odense,Citizen Centre,Digital ID,45–59,Own device,0.0,34.9,Yes,No,4.1,Advisor,Yes,No,2026-02-03,2026-02,0.0,34.9,4.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0456,2026-02-08,Aarhus,Citizen Centre,Online Benefits,60+,Centre device,16.7,21.6,No,Yes,2.8,Librarian,No,Yes,2026-02-08,2026-02,16.7,21.6,2.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0457,2026-02-13,Copenhagen,Community Lab,Online Benefits,18–29,Phone support,28.2,55.1,Yes,No,4.2,Volunteer,Yes,No,2026-02-13,2026-02,28.2,55.1,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0458,2026-02-18,Aalborg,Community Lab,Online Benefits,30–44,Own device,3.6,24.7,Yes,No,4.0,Advisor,Yes,No,2026-02-18,2026-02,3.6,24.7,4.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0459,2026-02-23,Odense,Community Lab,Online Benefits,45–59,Centre device,13.8,12.5,Yes,No,4.1,Librarian,Yes,No,2026-02-23,2026-02,13.8,12.5,4.1,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0460,2026-02-01,Aarhus,Community Lab,Online Benefits,60+,Phone support,3.3,29.1,Yes,No,4.5,Volunteer,Yes,No,2026-02-01,2026-02,3.3,29.1,4.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0461,2026-02-06,Copenhagen,Mobile Desk,Job Portal,18–29,Own device,4.8,33.5,No,Yes,4.7,Advisor,No,Yes,2026-02-06,2026-02,4.8,33.5,4.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0462,2026-02-11,Aalborg,Mobile Desk,Job Portal,30–44,Centre device,8.2,64.4,Yes,No,5.0,Librarian,Yes,No,2026-02-11,2026-02,8.2,64.4,5.0,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0463,2026-02-16,Odense,Mobile Desk,Job Portal,45–59,Own device,9.6,29.1,Yes,No,4.4,Volunteer,Yes,No,2026-02-16,2026-02,9.6,29.1,4.4,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0464,2026-02-21,Aarhus,Mobile Desk,Job Portal,60+,Centre device,33.5,34.5,Yes,No,2.9,Advisor,Yes,No,2026-02-21,2026-02,33.5,34.5,2.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0465,2026-02-26,Copenhagen,Library Hub,Job Portal,18–29,Phone support,14.3,56.9,Yes,No,4.2,Librarian,Yes,No,2026-02-26,2026-02,14.3,56.9,4.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0466,2026-02-04,Aalborg,Library Hub,Health Booking,30–44,Own device,20.9,56.0,Yes,No,3.3,Volunteer,Yes,No,2026-02-04,2026-02,20.9,56.0,3.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0467,2026-02-09,Odense,Library Hub,Health Booking,45–59,Centre device,16.3,31.7,Yes,No,3.1,Advisor,Yes,No,2026-02-09,2026-02,16.3,31.7,3.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0468,2026-02-14,Aarhus,Library Hub,Health Booking,60+,Phone support,18.6,49.1,No,Yes,3.8,Librarian,No,Yes,2026-02-14,2026-02,18.6,49.1,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0469,2026-03-19,Copenhagen,Citizen Centre,Health Booking,18–29,Own device,0.0,53.6,Yes,No,4.7,Volunteer,Yes,No,2026-03-19,2026-03,0.0,53.6,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0470,2026-03-24,Aalborg,Citizen Centre,Health Booking,30–44,Centre device,15.1,31.7,No,No,3.9,Advisor,No,No,2026-03-24,2026-03,15.1,31.7,3.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0471,2026-03-02,Odense,Citizen Centre,Email & Documents,45–59,Phone support,13.3,33.6,Yes,No,4.5,Librarian,Yes,No,2026-03-02,2026-03,13.3,33.6,4.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0472,2026-03-07,Aarhus,Citizen Centre,Email & Documents,60+,Own device,4.7,40.2,Yes,No,4.7,Volunteer,Yes,No,2026-03-07,2026-03,4.7,40.2,4.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0473,2026-03-12,Copenhagen,Community Lab,Email & Documents,18–29,Centre device,11.7,34.2,Yes,No,5.0,Advisor,Yes,No,2026-03-12,2026-03,11.7,34.2,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0474,2026-03-17,Aalborg,Community Lab,Email & Documents,30–44,Own device,0.0,29.2,No,No,3.8,Librarian,No,No,2026-03-17,2026-03,0.0,29.2,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0475,2026-03-22,Odense,Community Lab,Email & Documents,45–59,Centre device,19.9,48.8,Yes,No,3.6,Volunteer,Yes,No,2026-03-22,2026-03,19.9,48.8,3.6,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0476,2026-03-27,Aarhus,Community Lab,Digital ID,60+,Phone support,15.4,22.5,Yes,No,3.7,Advisor,Yes,No,2026-03-27,2026-03,15.4,22.5,3.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0477,2026-03-05,Copenhagen,Mobile Desk,Digital ID,18–29,Own device,9.9,41.8,Yes,No,4.5,Librarian,Yes,No,2026-03-05,2026-03,9.9,41.8,4.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0478,2026-03-10,Aalborg,Mobile Desk,Digital ID,30–44,Centre device,17.5,29.7,Yes,No,4.3,Volunteer,Yes,No,2026-03-10,2026-03,17.5,29.7,4.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0479,2026-03-15,Odense,Mobile Desk,Digital ID,45–59,Phone support,9.3,30.6,Yes,No,4.4,Advisor,Yes,No,2026-03-15,2026-03,9.3,30.6,4.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0480,2026-03-20,Aarhus,Mobile Desk,Digital ID,60+,Own device,11.9,38.8,Yes,No,3.6,Librarian,Yes,No,2026-03-20,2026-03,11.9,38.8,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0481,2026-03-25,Copenhagen,Library Hub,Online Benefits,18–29,Centre device,10.4,38.8,Yes,No,4.2,Volunteer,Yes,No,2026-03-25,2026-03,10.4,38.8,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0482,2026-03-03,Aalborg,Library Hub,Online Benefits,30–44,Phone support,9.0,20.8,Yes,No,4.3,Advisor,Yes,No,2026-03-03,2026-03,9.0,20.8,4.3,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0483,2026-03-08,Odense,Library Hub,Online Benefits,45–59,Own device,10.9,21.7,Yes,No,5.0,Librarian,Yes,No,2026-03-08,2026-03,10.9,21.7,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0484,2026-03-13,Aarhus,Library Hub,Online Benefits,60+,Centre device,22.5,59.6,No,No,3.2,Volunteer,No,No,2026-03-13,2026-03,22.5,59.6,3.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0485,2026-03-18,Copenhagen,Citizen Centre,Online Benefits,18–29,Own device,0.8,14.9,Yes,No,4.0,Advisor,Yes,No,2026-03-18,2026-03,0.8,14.9,4.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0486,2026-03-23,Aalborg,Citizen Centre,Job Portal,30–44,Centre device,6.8,72.8,Yes,No,4.8,Librarian,Yes,No,2026-03-23,2026-03,6.8,72.8,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0487,2026-04-01,Odense,Citizen Centre,Job Portal,45–59,Phone support,28.6,53.5,Yes,No,3.1,Volunteer,Yes,No,2026-04-01,2026-04,28.6,53.5,3.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0488,2026-04-06,Aarhus,Citizen Centre,Job Portal,60+,Own device,12.8,25.8,Yes,No,4.8,Advisor,Yes,No,2026-04-06,2026-04,12.8,25.8,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0489,2026-04-11,Copenhagen,Community Lab,Job Portal,18–29,Centre device,11.5,36.2,Yes,No,3.8,Librarian,Yes,No,2026-04-11,2026-04,11.5,36.2,3.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0490,2026-04-16,Aalborg,Community Lab,Job Portal,30–44,Phone support,20.7,43.5,Yes,No,4.0,Volunteer,Yes,No,2026-04-16,2026-04,20.7,43.5,4.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0491,2026-04-21,Odense,Community Lab,Health Booking,45–59,Own device,10.5,55.4,Yes,No,4.8,Advisor,Yes,No,2026-04-21,2026-04,10.5,55.4,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0492,2026-04-26,Aarhus,Community Lab,Health Booking,60+,Centre device,21.3,46.5,Yes,No,3.5,Librarian,Yes,No,2026-04-26,2026-04,21.3,46.5,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0493,2026-04-04,Copenhagen,Mobile Desk,Health Booking,18–29,Phone support,8.3,25.9,Yes,No,4.7,Volunteer,Yes,No,2026-04-04,2026-04,8.3,25.9,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0494,2026-04-09,Aalborg,Mobile Desk,Health Booking,30–44,Own device,4.5,65.8,No,Yes,3.6,Advisor,No,Yes,2026-04-09,2026-04,4.5,65.8,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0495,2026-04-14,Odense,Mobile Desk,Health Booking,45–59,Centre device,21.5,60.4,No,Yes,4.4,Librarian,No,Yes,2026-04-14,2026-04,21.5,60.4,4.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0496,2026-04-19,Aarhus,Mobile Desk,Email & Documents,60+,Own device,0.0,52.7,No,Yes,4.8,Volunteer,No,Yes,2026-04-19,2026-04,0.0,52.7,4.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0497,2026-04-24,Copenhagen,Library Hub,Email & Documents,18–29,Centre device,27.3,28.3,Yes,No,2.6,Advisor,Yes,No,2026-04-24,2026-04,27.3,28.3,2.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0498,2026-04-02,Aalborg,Library Hub,Email & Documents,30–44,Phone support,6.7,49.6,Yes,No,4.7,Librarian,Yes,No,2026-04-02,2026-04,6.7,49.6,4.7,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0499,2026-04-07,Odense,Library Hub,Email & Documents,45–59,Own device,12.1,45.1,Yes,No,4.1,Volunteer,Yes,No,2026-04-07,2026-04,12.1,45.1,4.1,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0500,2026-04-12,Aarhus,Library Hub,Email & Documents,60+,Centre device,21.3,35.4,No,No,3.5,Advisor,No,No,2026-04-12,2026-04,21.3,35.4,3.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0501,2026-04-17,Copenhagen,Citizen Centre,Digital ID,18–29,Phone support,5.9,39.3,No,Yes,5.0,Librarian,No,Yes,2026-04-17,2026-04,5.9,39.3,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0502,2026-04-22,Aalborg,Citizen Centre,Digital ID,30–44,Own device,9.2,37.2,Yes,No,4.1,Volunteer,Yes,No,2026-04-22,2026-04,9.2,37.2,4.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0503,2026-04-27,Odense,Citizen Centre,Digital ID,45–59,Centre device,2.4,24.6,No,Yes,4.4,Advisor,No,Yes,2026-04-27,2026-04,2.4,24.6,4.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0504,2026-04-05,Aarhus,Citizen Centre,Digital ID,60+,Phone support,20.1,29.2,Yes,No,3.8,Librarian,Yes,No,2026-04-05,2026-04,20.1,29.2,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0505,2026-05-10,Copenhagen,Community Lab,Digital ID,18–29,Own device,2.9,47.3,No,Yes,4.6,Volunteer,No,Yes,2026-05-10,2026-05,2.9,47.3,4.6,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0506,2026-05-15,Aalborg,Community Lab,Online Benefits,30–44,Centre device,12.0,35.3,No,No,3.9,Advisor,No,No,2026-05-15,2026-05,12.0,35.3,3.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0507,2026-05-20,Odense,Community Lab,Online Benefits,45–59,Own device,18.1,56.0,No,Yes,3.2,Librarian,No,Yes,2026-05-20,2026-05,18.1,56.0,3.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0508,2026-05-25,Aarhus,Community Lab,Online Benefits,60+,Centre device,31.7,32.3,Yes,No,3.1,Volunteer,Yes,No,2026-05-25,2026-05,31.7,32.3,3.1,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0509,2026-05-03,Copenhagen,Mobile Desk,Online Benefits,18–29,Phone support,7.1,42.2,Yes,No,4.8,Advisor,Yes,No,2026-05-03,2026-05,7.1,42.2,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0510,2026-05-08,Aalborg,Mobile Desk,Online Benefits,30–44,Own device,11.7,55.6,No,No,3.9,Librarian,No,No,2026-05-08,2026-05,11.7,55.6,3.9,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0511,2026-05-13,Odense,Mobile Desk,Job Portal,45–59,Centre device,11.5,48.4,No,Yes,4.7,Volunteer,No,Yes,2026-05-13,2026-05,11.5,48.4,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0512,2026-05-18,Aarhus,Mobile Desk,Job Portal,60+,Phone support,8.0,32.8,Yes,No,5.0,Advisor,Yes,No,2026-05-18,2026-05,8.0,32.8,5.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0513,2026-05-23,Copenhagen,Library Hub,Job Portal,18–29,Own device,17.7,46.5,Yes,No,3.3,Librarian,Yes,No,2026-05-23,2026-05,17.7,46.5,3.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0514,2026-05-01,Aalborg,Library Hub,Job Portal,30–44,Centre device,16.8,45.2,Yes,No,4.3,Volunteer,Yes,No,2026-05-01,2026-05,16.8,45.2,4.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0515,2026-05-06,Odense,Library Hub,Job Portal,45–59,Phone support,13.1,44.0,Yes,No,3.3,Advisor,Yes,No,2026-05-06,2026-05,13.1,44.0,3.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0516,2026-05-11,Aarhus,Library Hub,Health Booking,60+,Own device,19.1,71.3,Yes,No,3.4,Librarian,Yes,No,2026-05-11,2026-05,19.1,71.3,3.4,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0517,2026-05-16,Copenhagen,Citizen Centre,Health Booking,18–29,Centre device,9.7,61.3,Yes,No,4.7,Volunteer,Yes,No,2026-05-16,2026-05,9.7,61.3,4.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0518,2026-05-21,Aalborg,Citizen Centre,Health Booking,30–44,Own device,0.0,37.6,Yes,No,4.0,Advisor,Yes,No,2026-05-21,2026-05,0.0,37.6,4.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0519,2026-05-26,Odense,Citizen Centre,Health Booking,45–59,Centre device,14.6,41.3,No,Yes,4.0,Librarian,No,Yes,2026-05-26,2026-05,14.6,41.3,4.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0520,2026-05-04,Aarhus,Citizen Centre,Health Booking,60+,Phone support,20.1,69.4,Yes,No,4.2,Volunteer,Yes,No,2026-05-04,2026-05,20.1,69.4,4.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0521,2026-05-09,Copenhagen,Community Lab,Email & Documents,18–29,Own device,0.1,26.2,Yes,No,4.7,Advisor,Yes,No,2026-05-09,2026-05,0.1,26.2,4.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0522,2026-05-14,Aalborg,Community Lab,Email & Documents,30–44,Centre device,6.8,58.5,Yes,No,4.8,Librarian,Yes,No,2026-05-14,2026-05,6.8,58.5,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0523,2026-06-19,Odense,Community Lab,Email & Documents,45–59,Phone support,11.2,31.1,Yes,No,4.0,Volunteer,Yes,No,2026-06-19,2026-06,11.2,31.1,4.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0524,2026-06-24,Aarhus,Community Lab,Email & Documents,60+,Own device,4.6,34.6,No,No,4.4,Advisor,No,No,2026-06-24,2026-06,4.6,34.6,4.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0525,2026-06-02,Copenhagen,Mobile Desk,Email & Documents,18–29,Centre device,13.2,11.9,Yes,No,4.8,Librarian,Yes,No,2026-06-02,2026-06,13.2,11.9,4.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0526,2026-06-07,Aalborg,Mobile Desk,Digital ID,30–44,Phone support,13.4,42.0,Yes,No,3.7,Volunteer,Yes,No,2026-06-07,2026-06,13.4,42.0,3.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0527,2026-06-12,Odense,Mobile Desk,Digital ID,45–59,Own device,9.8,22.7,Yes,No,3.4,Advisor,Yes,No,2026-06-12,2026-06,9.8,22.7,3.4,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0528,2026-06-17,Aarhus,Mobile Desk,Digital ID,60+,Centre device,15.3,35.9,Yes,No,3.5,Librarian,Yes,No,2026-06-17,2026-06,15.3,35.9,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0529,2026-06-22,Copenhagen,Library Hub,Digital ID,18–29,Own device,0.0,22.8,Yes,No,3.9,Volunteer,Yes,No,2026-06-22,2026-06,0.0,22.8,3.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0530,2026-06-27,Aalborg,Library Hub,Digital ID,30–44,Centre device,12.3,44.8,Yes,No,3.8,Advisor,Yes,No,2026-06-27,2026-06,12.3,44.8,3.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0531,2026-06-05,Odense,Library Hub,Online Benefits,45–59,Phone support,5.2,15.7,Yes,No,5.0,Librarian,Yes,No,2026-06-05,2026-06,5.2,15.7,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0532,2026-06-10,Aarhus,Library Hub,Online Benefits,60+,Own device,4.5,61.4,Yes,No,4.3,Volunteer,Yes,No,2026-06-10,2026-06,4.5,61.4,4.3,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0533,2026-06-15,Copenhagen,Citizen Centre,Online Benefits,18–29,Centre device,21.0,49.3,Yes,No,3.6,Advisor,Yes,No,2026-06-15,2026-06,21.0,49.3,3.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0534,2026-06-20,Aalborg,Citizen Centre,Online Benefits,30–44,Phone support,0.0,56.7,No,No,4.8,Librarian,No,No,2026-06-20,2026-06,0.0,56.7,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
