task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,tool_version,human_review_clean,task_date_clean,report_month,minutes_spent_clean,errors_found_clean,confidence_rating_clean,flag_invalid_minutes,flag_invalid_errors,flag_invalid_confidence,flag_invalid_date,flag_high_error_no_review,flag_repeated_id,comment_raw,comment_clean
TASK-0451,2026-05-01,Odense,Finance,Scheduling,AI-assisted,33.2,1,No,Completed,4.2,Positive,v1.0,No,2026-05-01,2026-05,33.2,1.0,4.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0452,2026-05-04,Aarhus,Finance,Scheduling,Manual,51.9,2,No,Completed,3.8,Neutral,v1.1,No,2026-05-04,2026-05,51.9,2.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0453,2026-05-07,Copenhagen,Finance,Status Update,Automated,22.2,2,No,Completed,3.3,Neutral,v1.2,No,2026-05-07,2026-05,22.2,2.0,3.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0454,2026-05-10,Aalborg,Finance,Status Update,AI-assisted,28.6,1,Yes,Completed,4.4,Positive,v1.0,Yes,2026-05-10,2026-05,28.6,1.0,4.4,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0455,2026-05-13,Odense,Finance,Status Update,Manual,58.6,1,No,Completed,3.7,Neutral,v1.1,No,2026-05-13,2026-05,58.6,1.0,3.7,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0456,2026-05-16,Aarhus,Citizen Services,Status Update,Automated,18.5,0,Yes,Completed,4.6,Positive,v1.2,Yes,2026-05-16,2026-05,18.5,0.0,4.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0457,2026-05-19,Copenhagen,Citizen Services,Email Triage,AI-assisted,13.8,3,No,Completed,2.9,Concerned,v1.0,No,2026-05-19,2026-05,13.8,3.0,2.9,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0458,2026-05-22,Aalborg,Citizen Services,Email Triage,Manual,40.1,2,No,Completed,3.8,Neutral,v1.1,No,2026-05-22,2026-05,40.1,2.0,3.8,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0459,2026-05-25,Odense,Citizen Services,Email Triage,Automated,35.5,1,No,Completed,4.1,Positive,v1.2,No,2026-05-25,2026-05,35.5,1.0,4.1,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0460,2026-05-01,Aarhus,Citizen Services,Email Triage,Manual,56.1,0,No,Completed,4.2,Positive,v1.0,No,2026-05-01,2026-05,56.1,0.0,4.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0461,2026-06-04,Copenhagen,HR,Data Entry,Automated,2.0,4,Yes,Needs correction,2.3,Concerned,v1.1,Yes,2026-06-04,2026-06,2.0,4.0,2.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0462,2026-06-07,Aalborg,HR,Data Entry,AI-assisted,32.9,4,No,Needs correction,1.7,Concerned,v1.2,No,2026-06-07,2026-06,32.9,4.0,1.7,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0463,2026-06-10,Odense,HR,Data Entry,Manual,46.8,4,No,Needs correction,2.3,Concerned,v1.0,No,2026-06-10,2026-06,46.8,4.0,2.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0464,2026-06-13,Aarhus,HR,Data Entry,Automated,4.5,1,Yes,Completed,3.5,Neutral,v1.1,Yes,2026-06-13,2026-06,4.5,1.0,3.5,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0465,2026-06-16,Copenhagen,HR,Document Check,AI-assisted,25.5,2,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-06-16,2026-06,25.5,2.0,3.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0466,2026-06-19,Aalborg,Procurement,Document Check,Manual,68.3,0,No,Completed,4.5,Positive,v1.0,No,2026-06-19,2026-06,68.3,0.0,4.5,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0467,2026-06-22,Odense,Procurement,Document Check,Automated,19.2,1,No,Completed,4.1,Positive,v1.1,No,2026-06-22,2026-06,19.2,1.0,4.1,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0468,2026-06-25,Aarhus,Procurement,Document Check,AI-assisted,30.7,1,No,Completed,2.9,Concerned,v1.2,No,2026-06-25,2026-06,30.7,1.0,2.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0469,2026-06-01,Copenhagen,Procurement,Scheduling,Automated,13.0,0,Yes,Completed,4.4,Positive,v1.0,Yes,2026-06-01,2026-06,13.0,0.0,4.4,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0470,2026-06-04,Aalborg,Procurement,Scheduling,AI-assisted,39.2,4,No,Needs correction,2.7,Concerned,v1.1,No,2026-06-04,2026-06,39.2,4.0,2.7,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0471,2026-06-07,Odense,Communications,Scheduling,Manual,59.2,1,No,Completed,3.0,Neutral,v1.2,No,2026-06-07,2026-06,59.2,1.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0472,2026-06-10,Aarhus,Communications,Scheduling,Automated,2.0,2,Yes,Completed,2.8,Concerned,v1.0,Yes,2026-06-10,2026-06,2.0,2.0,2.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0473,2026-06-13,Copenhagen,Communications,Status Update,AI-assisted,46.0,0,No,Completed,4.9,Positive,v1.1,No,2026-06-13,2026-06,46.0,0.0,4.9,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0474,2026-06-16,Aalborg,Communications,Status Update,Manual,50.6,0,No,Completed,4.2,Positive,v1.2,No,2026-06-16,2026-06,50.6,0.0,4.2,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0475,2026-06-19,Odense,Communications,Status Update,Automated,2.0,3,No,Completed,2.9,Concerned,v1.0,No,2026-06-19,2026-06,2.0,3.0,2.9,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0476,2026-06-22,Aarhus,Finance,Status Update,AI-assisted,25.8,3,Yes,Completed,3.7,Neutral,v1.1,Yes,2026-06-22,2026-06,25.8,3.0,3.7,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0477,2026-06-25,Copenhagen,Finance,Email Triage,Manual,55.9,1,No,Completed,3.6,Neutral,v1.2,No,2026-06-25,2026-06,55.9,1.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0478,2026-06-01,Aalborg,Finance,Email Triage,AI-assisted,19.5,4,No,Needs correction,3.2,Neutral,v1.0,No,2026-06-01,2026-06,19.5,4.0,3.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0479,2026-06-04,Odense,Finance,Email Triage,Manual,44.4,1,No,Completed,4.3,Positive,v1.1,No,2026-06-04,2026-06,44.4,1.0,4.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0480,2026-06-07,Aarhus,Finance,Email Triage,Automated,4.0,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-06-07,2026-06,4.0,2.0,3.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0481,2026-01-10,Copenhagen,Citizen Services,Data Entry,AI-assisted,26.5,0,No,Completed,4.7,Positive,v1.0,No,2026-01-10,2026-01,26.5,0.0,4.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0482,2026-01-13,Aalborg,Citizen Services,Data Entry,Manual,56.0,0,No,Completed,4.6,Positive,v1.1,No,2026-01-13,2026-01,56.0,0.0,4.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0483,2026-01-16,Odense,Citizen Services,Data Entry,Automated,34.0,1,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-01-16,2026-01,34.0,1.0,3.8,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0484,2026-01-19,Aarhus,Citizen Services,Data Entry,AI-assisted,40.3,1,No,Completed,3.7,Neutral,v1.0,No,2026-01-19,2026-01,40.3,1.0,3.7,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0485,2026-01-22,Copenhagen,Citizen Services,Document Check,Manual,45.9,0,No,Completed,4.5,Positive,v1.1,No,2026-01-22,2026-01,45.9,0.0,4.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0486,2026-01-25,Aalborg,HR,Document Check,Automated,17.1,2,Yes,Completed,3.4,Neutral,v1.2,Yes,2026-01-25,2026-01,17.1,2.0,3.4,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0487,2026-01-01,Odense,HR,Document Check,Manual,52.9,0,No,Completed,4.3,Positive,v1.0,No,2026-01-01,2026-01,52.9,0.0,4.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0488,2026-01-04,Aarhus,HR,Document Check,Automated,31.5,2,Yes,Completed,3.7,Neutral,v1.1,Yes,2026-01-04,2026-01,31.5,2.0,3.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0489,2026-01-07,Copenhagen,HR,Scheduling,AI-assisted,31.1,2,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-01-07,2026-01,31.1,2.0,3.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0490,2026-01-10,Aalborg,HR,Scheduling,Manual,53.9,2,No,Completed,3.2,Neutral,v1.0,No,2026-01-10,2026-01,53.9,2.0,3.2,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0491,2026-01-13,Odense,Procurement,Scheduling,Automated,14.8,4,Yes,Needs correction,2.7,Concerned,v1.1,Yes,2026-01-13,2026-01,14.8,4.0,2.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0492,2026-01-16,Aarhus,Procurement,Scheduling,AI-assisted,25.8,1,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-01-16,2026-01,25.8,1.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0493,2026-01-19,Copenhagen,Procurement,Status Update,Manual,49.3,3,No,Completed,3.6,Neutral,v1.0,No,2026-01-19,2026-01,49.3,3.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0494,2026-01-22,Aalborg,Procurement,Status Update,Automated,11.4,1,Yes,Completed,4.3,Positive,v1.1,Yes,2026-01-22,2026-01,11.4,1.0,4.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0495,2026-01-25,Odense,Procurement,Status Update,AI-assisted,35.6,3,Yes,Completed,2.5,Concerned,v1.2,Yes,2026-01-25,2026-01,35.6,3.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0496,2026-01-01,Aarhus,Communications,Status Update,Automated,13.0,5,No,Needs correction,1.3,Concerned,v1.0,No,2026-01-01,2026-01,13.0,5.0,1.3,No,No,No,No,Yes,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0497,2026-01-04,Copenhagen,Communications,Email Triage,AI-assisted,32.4,1,Yes,Completed,4.1,Positive,v1.1,Yes,2026-01-04,2026-01,32.4,1.0,4.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0498,2026-01-07,Aalborg,Communications,Email Triage,Manual,55.6,1,No,Completed,4.5,Positive,v1.2,No,2026-01-07,2026-01,55.6,1.0,4.5,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0499,2026-01-10,Odense,Communications,Email Triage,Automated,21.5,3,Yes,Completed,2.4,Concerned,v1.0,Yes,2026-01-10,2026-01,21.5,3.0,2.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0500,2026-01-13,Aarhus,Communications,Email Triage,AI-assisted,23.7,1,No,Completed,4.4,Positive,v1.1,No,2026-01-13,2026-01,23.7,1.0,4.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0501,2026-02-16,Copenhagen,Finance,Data Entry,Manual,45.2,0,No,Completed,4.3,Positive,v1.2,No,2026-02-16,2026-02,45.2,0.0,4.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0502,2026-02-19,Aalborg,Finance,Data Entry,Automated,14.9,2,Yes,Completed,3.4,Neutral,v1.0,Yes,2026-02-19,2026-02,14.9,2.0,3.4,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0503,2026-02-22,Odense,Finance,Data Entry,AI-assisted,25.9,4,Yes,Needs correction,2.3,Concerned,v1.1,Yes,2026-02-22,2026-02,25.9,4.0,2.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0504,2026-02-25,Aarhus,Finance,Data Entry,Manual,42.0,1,No,Completed,3.9,Neutral,v1.2,No,2026-02-25,2026-02,42.0,1.0,3.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0505,2026-02-01,Copenhagen,Finance,Document Check,AI-assisted,28.6,1,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-02-01,2026-02,28.6,1.0,3.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0506,2026-02-04,Aalborg,Citizen Services,Document Check,Manual,47.2,1,No,Completed,4.0,Positive,v1.1,No,2026-02-04,2026-02,47.2,1.0,4.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0507,2026-02-07,Odense,Citizen Services,Document Check,Automated,19.6,2,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-02-07,2026-02,19.6,2.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0508,2026-02-10,Aarhus,Citizen Services,Document Check,AI-assisted,22.9,1,No,Completed,3.6,Neutral,v1.0,No,2026-02-10,2026-02,22.9,1.0,3.6,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0509,2026-02-13,Copenhagen,Citizen Services,Scheduling,Manual,43.6,4,No,Needs correction,2.1,Concerned,v1.1,No,2026-02-13,2026-02,43.6,4.0,2.1,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0510,2026-02-16,Aalborg,Citizen Services,Scheduling,Automated,16.2,2,Yes,Completed,3.5,Neutral,v1.2,Yes,2026-02-16,2026-02,16.2,2.0,3.5,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0511,2026-02-19,Odense,HR,Scheduling,AI-assisted,31.3,3,Yes,Completed,2.5,Concerned,v1.0,Yes,2026-02-19,2026-02,31.3,3.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0512,2026-02-22,Aarhus,HR,Scheduling,Manual,36.1,1,No,Completed,4.0,Positive,v1.1,No,2026-02-22,2026-02,36.1,1.0,4.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0513,2026-02-25,Copenhagen,HR,Status Update,Automated,19.9,2,No,Completed,3.7,Neutral,v1.2,No,2026-02-25,2026-02,19.9,2.0,3.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0514,2026-02-01,Aalborg,HR,Status Update,Manual,40.4,0,No,Completed,4.0,Positive,v1.0,No,2026-02-01,2026-02,40.4,0.0,4.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0515,2026-02-04,Odense,HR,Status Update,Automated,14.7,4,Yes,Needs correction,2.8,Concerned,v1.1,Yes,2026-02-04,2026-02,14.7,4.0,2.8,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0516,2026-02-07,Aarhus,Procurement,Status Update,AI-assisted,21.6,2,Yes,Completed,3.1,Neutral,v1.2,Yes,2026-02-07,2026-02,21.6,2.0,3.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0517,2026-02-10,Copenhagen,Procurement,Email Triage,Manual,41.1,2,No,Completed,3.5,Neutral,v1.0,No,2026-02-10,2026-02,41.1,2.0,3.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0518,2026-02-13,Aalborg,Procurement,Email Triage,Automated,11.4,4,Yes,Needs correction,2.2,Concerned,v1.1,Yes,2026-02-13,2026-02,11.4,4.0,2.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0519,2026-02-16,Odense,Procurement,Email Triage,AI-assisted,22.7,5,No,Needs correction,1.6,Concerned,v1.2,No,2026-02-16,2026-02,22.7,5.0,1.6,No,No,No,No,Yes,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0520,2026-02-19,Aarhus,Procurement,Email Triage,Manual,31.8,1,No,Completed,4.2,Positive,v1.0,No,2026-02-19,2026-02,31.8,1.0,4.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0521,2026-03-22,Copenhagen,Communications,Data Entry,Automated,12.5,2,Yes,Completed,2.7,Concerned,v1.1,Yes,2026-03-22,2026-03,12.5,2.0,2.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0522,2026-03-25,Aalborg,Communications,Data Entry,AI-assisted,27.4,2,Yes,Completed,3.0,Neutral,v1.2,Yes,2026-03-25,2026-03,27.4,2.0,3.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0523,2026-03-01,Odense,Communications,Data Entry,Automated,14.5,5,Yes,Needs correction,1.9,Concerned,v1.0,Yes,2026-03-01,2026-03,14.5,5.0,1.9,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0524,2026-03-04,Aarhus,Communications,Data Entry,AI-assisted,36.7,1,No,Completed,4.4,Positive,v1.1,No,2026-03-04,2026-03,36.7,1.0,4.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0525,2026-03-07,Copenhagen,Communications,Document Check,Manual,42.5,0,No,Completed,4.5,Positive,v1.2,No,2026-03-07,2026-03,42.5,0.0,4.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0526,2026-03-10,Aalborg,Finance,Document Check,Automated,15.4,0,Yes,Completed,3.9,Neutral,v1.0,Yes,2026-03-10,2026-03,15.4,0.0,3.9,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0527,2026-03-13,Odense,Finance,Document Check,AI-assisted,14.9,3,Yes,Completed,2.9,Concerned,v1.1,Yes,2026-03-13,2026-03,14.9,3.0,2.9,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0528,2026-03-16,Aarhus,Finance,Document Check,Manual,47.9,2,No,Completed,3.9,Neutral,v1.2,No,2026-03-16,2026-03,47.9,2.0,3.9,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0529,2026-03-19,Copenhagen,Finance,Scheduling,Automated,16.1,2,Yes,Completed,3.3,Neutral,v1.0,Yes,2026-03-19,2026-03,16.1,2.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0530,2026-03-22,Aalborg,Finance,Scheduling,AI-assisted,33.2,2,Yes,Completed,3.3,Neutral,v1.1,Yes,2026-03-22,2026-03,33.2,2.0,3.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0531,2026-03-25,Odense,Citizen Services,Scheduling,Manual,52.2,1,No,Completed,3.4,Neutral,v1.2,No,2026-03-25,2026-03,52.2,1.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0532,2026-03-01,Aarhus,Citizen Services,Scheduling,AI-assisted,12.7,3,No,Completed,3.3,Neutral,v1.0,No,2026-03-01,2026-03,12.7,3.0,3.3,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0533,2026-03-04,Copenhagen,Citizen Services,Status Update,Manual,51.6,0,No,Completed,4.5,Positive,v1.1,No,2026-03-04,2026-03,51.6,0.0,4.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0534,2026-03-07,Aalborg,Citizen Services,Status Update,Automated,25.4,0,Yes,Completed,4.3,Positive,v1.2,Yes,2026-03-07,2026-03,25.4,0.0,4.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0535,2026-03-10,Odense,Citizen Services,Status Update,AI-assisted,22.9,1,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-03-10,2026-03,22.9,1.0,3.2,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0536,2026-03-13,Aarhus,HR,Status Update,Manual,38.2,0,No,Completed,4.2,Positive,v1.1,No,2026-03-13,2026-03,38.2,0.0,4.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0537,2026-03-16,Copenhagen,HR,Email Triage,Automated,16.3,2,No,Completed,3.2,Neutral,v1.2,No,2026-03-16,2026-03,16.3,2.0,3.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0538,2026-03-19,Aalborg,HR,Email Triage,AI-assisted,22.1,0,No,Completed,4.1,Positive,v1.0,No,2026-03-19,2026-03,22.1,0.0,4.1,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0539,2026-03-22,Odense,HR,Email Triage,Manual,55.4,2,No,Completed,2.9,Concerned,v1.1,No,2026-03-22,2026-03,55.4,2.0,2.9,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0540,2026-03-25,Aarhus,HR,Email Triage,Automated,47.1,2,Yes,Completed,3.1,Neutral,v1.2,Yes,2026-03-25,2026-03,47.1,2.0,3.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0541,2026-04-01,Copenhagen,Procurement,Data Entry,Manual,43.2,0,No,Completed,4.2,Positive,v1.0,No,2026-04-01,2026-04,43.2,0.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0542,2026-04-04,Aalborg,Procurement,Data Entry,Automated,23.4,1,No,Completed,3.1,Neutral,v1.1,No,2026-04-04,2026-04,23.4,1.0,3.1,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0543,2026-04-07,Odense,Procurement,Data Entry,AI-assisted,18.5,1,No,Completed,3.6,Neutral,v1.2,No,2026-04-07,2026-04,18.5,1.0,3.6,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0544,2026-04-10,Aarhus,Procurement,Data Entry,Manual,50.8,2,No,Completed,3.0,Neutral,v1.0,No,2026-04-10,2026-04,50.8,2.0,3.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0545,2026-04-13,Copenhagen,Procurement,Document Check,Automated,27.6,4,Yes,Needs correction,2.3,Concerned,v1.1,Yes,2026-04-13,2026-04,27.6,4.0,2.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0546,2026-04-16,Aalborg,Communications,Document Check,AI-assisted,33.5,3,Yes,Completed,2.6,Concerned,v1.2,Yes,2026-04-16,2026-04,33.5,3.0,2.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0547,2026-04-19,Odense,Communications,Document Check,Manual,32.8,1,No,Completed,3.2,Neutral,v1.0,No,2026-04-19,2026-04,32.8,1.0,3.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0548,2026-04-22,Aarhus,Communications,Document Check,Automated,26.3,4,Yes,Needs correction,2.5,Concerned,v1.1,Yes,2026-04-22,2026-04,26.3,4.0,2.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0549,2026-04-25,Copenhagen,Communications,Scheduling,AI-assisted,18.1,1,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-04-25,2026-04,18.1,1.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0550,2026-04-01,Aalborg,Communications,Scheduling,Automated,35.1,1,Yes,Completed,4.1,Positive,v1.0,Yes,2026-04-01,2026-04,35.1,1.0,4.1,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0551,2026-04-04,Odense,Finance,Scheduling,AI-assisted,54.0,2,Yes,Completed,3.0,Neutral,v1.1,Yes,2026-04-04,2026-04,54.0,2.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0552,2026-04-07,Aarhus,Finance,Scheduling,Manual,42.5,3,No,Completed,2.8,Concerned,v1.2,No,2026-04-07,2026-04,42.5,3.0,2.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0553,2026-04-10,Copenhagen,Finance,Status Update,Automated,18.3,2,No,Completed,3.1,Neutral,v1.0,No,2026-04-10,2026-04,18.3,2.0,3.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0554,2026-04-13,Aalborg,Finance,Status Update,AI-assisted,26.2,1,No,Completed,4.3,Positive,v1.1,No,2026-04-13,2026-04,26.2,1.0,4.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0555,2026-04-16,Odense,Finance,Status Update,Manual,66.8,0,No,Completed,4.6,Positive,v1.2,No,2026-04-16,2026-04,66.8,0.0,4.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0556,2026-04-19,Aarhus,Citizen Services,Status Update,Automated,26.4,2,Yes,Completed,3.0,Neutral,v1.0,Yes,2026-04-19,2026-04,26.4,2.0,3.0,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0557,2026-04-22,Copenhagen,Citizen Services,Email Triage,AI-assisted,35.5,1,No,Completed,4.2,Positive,v1.1,No,2026-04-22,2026-04,35.5,1.0,4.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0558,2026-04-25,Aalborg,Citizen Services,Email Triage,Manual,51.3,3,No,Completed,2.4,Concerned,v1.2,No,2026-04-25,2026-04,51.3,3.0,2.4,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0559,2026-04-01,Odense,Citizen Services,Email Triage,AI-assisted,17.6,2,Yes,Completed,3.1,Neutral,v1.0,Yes,2026-04-01,2026-04,17.6,2.0,3.1,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0560,2026-04-04,Aarhus,Citizen Services,Email Triage,Manual,66.8,3,No,Completed,2.8,Concerned,v1.1,No,2026-04-04,2026-04,66.8,3.0,2.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0561,2026-05-07,Copenhagen,HR,Data Entry,Automated,16.5,1,Yes,Completed,3.7,Neutral,v1.2,Yes,2026-05-07,2026-05,16.5,1.0,3.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0562,2026-05-10,Aalborg,HR,Data Entry,AI-assisted,30.2,3,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-05-10,2026-05,30.2,3.0,3.2,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0563,2026-05-13,Odense,HR,Data Entry,Manual,48.6,3,No,Completed,3.4,Neutral,v1.1,No,2026-05-13,2026-05,48.6,3.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
